,Crops,WQ
2371,384.47082,0.5660000000000001
2372,905.36058,4.53
2373,905.36058,5.82
2374,905.36058,5.89
2375,905.36058,5.71
2376,905.36058,5.4
2377,1164.7532,3.93
2378,1164.7532,4.64
2379,1164.7532,4.17
2380,1164.7532,4.92
2381,678.1825,0.196
2382,678.1825,0.196
2383,150.61222,0.196
2384,150.61222,0.194
2385,150.61222,0.196
2386,150.61222,0.196
2387,150.61222,0.195
2388,154.80194,0.196
2389,154.80194,0.196
2390,154.80194,0.196
2391,154.80194,0.196
2392,1.42774,0.826
2393,1.42774,0.584
2394,1.42774,0.6859999999999999
2395,1.42774,0.856
2396,1.42774,0.626
2397,1.42774,0.866
2398,0.0,0.195
2399,0.0,0.196
2400,0.0,0.196
2401,0.0,0.196
2402,0.0,0.195
2403,0.0,0.193
2404,0.0,0.196
2405,0.0,0.196
2406,17.03491,0.196
2407,17.03491,0.196
2408,17.03491,0.196
2409,17.03491,0.196
2410,17.03491,0.196
2411,807.0522,0.196
2412,807.0522,0.179
2413,0.0,0.196
2414,447.76362,1.92
2415,447.76362,1.13
2416,447.76362,1.55
2417,447.76362,1.3
2418,602.91541,0.182
2419,602.91541,0.194
2420,602.91541,0.196
2421,0.0,4.93
2422,0.0,5.43
2423,0.0,0.196
2424,0.0,0.236
2425,0.0,0.196
2426,0.0,0.196
2427,0.0,0.196
2428,0.0,0.196
2429,0.0,0.196
2430,0.0,0.196
2431,594.7556099999999,0.196
2432,1440.70897,4.66
2433,1440.70897,4.91
2434,846.06341,4.53
2435,846.06341,4.23
2436,988.83696,4.41
2437,988.83696,4.46
2438,104.8248,5.07
2439,104.8248,4.68
2440,104.8248,3.5
2441,104.8248,3.29
2442,104.8248,3.41
2443,53.050869999999996,7.07
2444,53.050869999999996,5.88
2445,53.050869999999996,5.91
2446,53.050869999999996,5.59
2447,27.62783,10.8
2448,27.62783,6.97
2449,27.62783,11.0
2450,83.27305,7.03
2451,83.27305,6.51
2452,83.27305,6.1
2453,83.27305,6.14
2454,83.27305,6.05
2455,312.29497000000003,4.58
2456,312.29497000000003,4.39
2457,312.29497000000003,4.56
2458,312.29497000000003,4.18
2459,216.8658,0.196
2460,216.8658,0.196
2461,216.8658,0.196
2462,50.754059999999996,10.5
2463,50.754059999999996,9.95
2464,50.754059999999996,9.89
2465,50.754059999999996,9.45
2466,1352.99915,0.195
2467,1002.59125,1.71
2468,1457.46757,0.196
2469,1130.15077,8.05
2470,926.55105,3.14
2471,1376.9167,8.75
2472,1658.73135,9.28
2473,1285.4063199999998,11.5
2474,1435.08238,8.9
2475,1683.0517100000002,7.89
2476,1333.2259900000001,11.5
2477,887.2309,9.52
2478,887.2309,7.29
2479,1206.4579199999998,7.93
2480,1206.4579199999998,6.51
2481,657.0722099999999,7.43
2482,0.76359,0.196
2483,0.76359,0.193
2484,0.76359,0.196
2485,657.0722099999999,6.36
2486,657.0722099999999,7.3
2487,657.0722099999999,7.16
2488,1551.1154199999999,7.95
2489,1551.1154199999999,8.93
2490,1037.70464,0.956
2491,1310.30945,6.55
2492,1310.30945,6.22
2493,1586.3169599999999,0.189
2494,1586.3169599999999,0.191
2495,1211.57185,0.196
2496,1680.4875600000003,0.196
2497,1680.4875600000003,0.196
2498,1685.5320100000001,0.196
2499,1685.5320100000001,0.196
2500,1484.9912800000002,1.88
2501,1484.9912800000002,7.51
2502,1258.29945,11.6
2503,1107.2877,1.23
2504,1107.2877,1.16
2505,1585.01271,6.91
2506,1585.01271,7.48
2507,1496.42639,4.4
2508,31.51571,1.34
2509,31.51571,1.07
2510,31.51571,0.741
2511,31.51571,0.925
2512,31.51571,0.86
2513,31.51571,0.8340000000000001
2514,31.51571,0.66
2515,31.51571,0.921
2516,1049.69942,0.5
2517,1049.69942,8.7
2518,1049.69942,6.7
2519,1049.69942,2.4
2520,1049.69942,1.5
2521,1049.69942,0.7
2522,1049.69942,3.2
2523,1049.69942,0.5
2524,1049.69942,0.5
2525,1049.69942,0.5
2526,1049.69942,0.5
2527,1049.69942,8.1
2528,1049.69942,0.5
2529,1049.69942,4.2
2530,1731.9541399999998,6.9
2531,1731.9541399999998,2.3
2532,1731.9541399999998,0.6
2533,1731.9541399999998,9.2
2534,1731.9541399999998,10.0
2535,1731.9541399999998,11.4
2536,1731.9541399999998,8.7
2537,1731.9541399999998,11.4
2538,1731.9541399999998,7.6
2539,1731.9541399999998,9.5
2540,1731.9541399999998,11.0
2541,1731.9541399999998,6.0
2542,1731.9541399999998,7.5
2543,1731.9541399999998,8.4
2544,1731.9541399999998,7.1
2545,1731.9541399999998,10.9
2546,1731.9541399999998,11.4
2547,1731.9541399999998,8.5
2548,1731.9541399999998,6.6
2549,1731.9541399999998,5.6
2550,1731.9541399999998,5.0
2551,1731.9541399999998,8.6
2552,1731.9541399999998,7.3
2553,1731.9541399999998,7.5
2554,1731.9541399999998,9.0
2555,1731.9541399999998,7.2
2556,1731.9541399999998,6.8
2557,1731.9541399999998,7.0
2558,1731.9541399999998,7.2
2559,1731.9541399999998,7.3
2560,1731.9541399999998,6.5
2561,1731.9541399999998,6.1
2562,1731.9541399999998,7.6
2563,1731.9541399999998,8.2
2564,1731.9541399999998,11.3
2565,1731.9541399999998,11.7
2566,1731.9541399999998,11.7
2567,1731.9541399999998,8.4
2568,1731.9541399999998,3.0
2569,1731.9541399999998,2.1
2570,1731.9541399999998,2.5
2571,1731.9541399999998,4.5
2572,1731.9541399999998,1.8
2573,1731.9541399999998,10.8
2574,1731.9541399999998,10.1
2575,1731.9541399999998,10.3
2576,1731.9541399999998,9.9
2577,1731.9541399999998,8.7
2578,1731.9541399999998,10.2
2579,1731.9541399999998,9.0
2580,1731.9541399999998,7.5
2581,1731.9541399999998,9.5
2582,1731.9541399999998,9.4
2583,1731.9541399999998,6.2
2584,1731.9541399999998,9.8
2585,1731.9541399999998,5.1
2586,1731.9541399999998,8.3
2587,1731.9541399999998,7.3
2588,1731.9541399999998,11.5
2589,1731.9541399999998,11.5
2590,1731.9541399999998,11.5
2591,1731.9541399999998,8.7
2592,1731.9541399999998,3.2
2593,1800.09583,2.5
2594,1800.09583,3.2
2595,1800.09583,2.1
2596,1800.09583,8.6
2597,1800.09583,7.1
2598,1800.09583,10.2
2599,1800.09583,1.7
2600,1800.09583,3.8
2601,1800.09583,0.4
2602,1800.09583,2.4
2603,1800.09583,2.1
2604,1800.09583,4.3
2605,1800.09583,2.2
2606,1800.09583,1.0
2607,1800.09583,0.8
2608,1800.09583,3.1
2609,1800.09583,0.7
2610,1800.09583,0.3
2611,1800.09583,1.0
2612,1800.09583,0.8
2613,1800.09583,4.5
2614,1800.09583,7.1
2615,1800.09583,5.8
2616,1800.09583,10.2
2617,1800.09583,10.1
2618,1800.09583,10.2
2619,1800.09583,11.0
2620,1800.09583,0.6
2621,1800.09583,8.3
2622,1800.09583,5.3
2623,1800.09583,8.1
2624,1800.09583,8.0
2625,1800.09583,9.6
2626,1800.09583,9.9
2627,1800.09583,6.6
2628,1800.09583,6.9
2629,1800.09583,6.7
2630,1800.09583,5.2
2631,1800.09583,8.8
2632,1800.09583,10.1
2633,1800.09583,2.4
2634,1800.09583,10.7
2635,1800.09583,0.9
2636,1800.09583,0.9
2637,1553.35154,4.0
2638,1553.35154,0.5
2639,1553.35154,0.99
2640,1553.35154,0.64
2641,1553.35154,11.4
2642,1553.35154,1.66
2643,1553.35154,4.33
2644,1553.35154,3.95
2645,1553.35154,3.39
2646,1553.35154,4.76
2647,1403.10322,8.06
2648,1403.10322,8.35
2649,1403.10322,8.34
2650,1403.10322,8.49
2651,458.14052000000004,3.98
2652,977.24314,3.51
2653,977.24314,10.3
2654,977.24314,8.28
2655,977.24314,0.292
2656,977.24314,4.59
2657,977.24314,2.15
2658,977.24314,2.88
2659,977.24314,0.7290000000000001
2660,977.24314,1.59
2661,977.24314,3.27
2662,977.24314,1.96
2663,977.24314,2.11
2664,977.24314,2.08
2665,977.24314,3.74
2666,977.24314,2.63
2667,977.24314,2.81
2668,977.24314,3.07
2669,977.24314,3.42
2670,977.24314,0.528
2671,977.24314,0.324
2672,977.24314,10.6
2673,977.24314,11.7
2674,885.3914800000001,0.98
2675,885.3914800000001,0.263
2676,885.3914800000001,0.371
2677,885.3914800000001,0.195
2678,885.3914800000001,0.441
2679,1257.39284,2.27
2680,1257.39284,7.55
2681,1257.39284,0.6940000000000001
2682,1257.39284,10.4
2683,885.3914800000001,10.1
2684,885.3914800000001,11.3
2685,885.3914800000001,9.23
2686,885.3914800000001,4.5
2687,885.3914800000001,11.9
2688,885.3914800000001,11.2
2689,885.3914800000001,11.2
2690,885.3914800000001,9.24
2691,885.3914800000001,4.67
2692,885.3914800000001,10.4
2693,977.24314,9.6
2694,977.24314,11.7
2695,977.24314,11.0
2696,977.24314,10.9
2697,977.24314,10.9
2698,977.24314,10.5
2699,977.24314,10.5
2700,977.24314,10.9
2701,977.24314,9.88
2702,977.24314,11.4
2703,977.24314,10.8
2704,977.24314,9.4
2705,977.24314,11.0
2706,977.24314,8.54
2707,977.24314,7.6
2708,977.24314,10.3
2709,977.24314,11.9
2710,977.24314,10.7
2711,977.24314,10.7
2712,977.24314,9.99
2713,977.24314,9.92
2714,977.24314,10.0
2715,977.24314,9.97
2716,977.24314,11.4
2717,977.24314,9.66
2718,939.6461199999999,3.96
2719,939.6461199999999,11.4
2720,1302.46696,9.54
2721,1302.46696,4.18
2722,893.23945,6.74
2723,893.23945,10.7
2724,528.21707,4.19
2725,528.21707,3.93
2726,1044.35245,0.036000000000000004
2727,1044.35245,0.078
2728,1094.83908,4.69
2729,1094.83908,8.09
2730,1308.0399699999998,11.2
2731,1257.63787,2.24
2732,1257.63787,1.77
2733,1138.4651800000001,2.56
2734,1138.4651800000001,1.7
2735,1094.89912,3.53
2736,1094.89912,2.24
2737,1034.0795,4.1
2738,977.24314,11.2
2739,977.24314,11.4
2740,977.24314,11.3
2741,977.24314,7.13
2742,977.24314,7.63
2743,977.24314,4.82
2744,977.24314,3.72
2745,31.51571,0.996
2746,31.51571,0.895
2747,1088.7586,0.195
2748,1088.7586,0.195
2749,7.8084,1.73
2750,7.8084,1.4
2751,13.470939999999999,0.206
2752,13.470939999999999,0.195
2753,72.93474,2.61
2754,72.93474,2.67
2755,121.46718,0.51
2756,121.46718,0.5
2757,24.25135,0.453
2758,24.25135,0.5760000000000001
2759,97.87116,1.67
2760,97.87116,1.75
2761,0.01,0.505
2762,0.01,0.391
2763,0.0,0.8420000000000001
2764,0.0,0.632
2765,2.87672,0.765
2766,2.87672,0.7709999999999999
2767,640.01793,6.66
2768,640.01793,8.73
2769,640.01793,0.195
2770,640.01793,0.195
2771,38.093790000000006,0.195
2772,38.093790000000006,0.192
2773,640.01793,0.03
2774,640.01793,0.19
2775,30.805259999999997,0.617
2776,30.805259999999997,0.371
2777,32.26073,0.6940000000000001
2778,703.3009099999999,0.195
2779,703.3009099999999,0.195
2780,245.83515,8.99
2781,245.83515,8.74
2782,195.19066,0.326
2783,195.19066,1.9
2784,1032.7527,5.72
2785,1032.7527,6.13
2786,1468.42322,9.28
2787,1468.42322,8.72
2788,75.45145,0.262
2789,75.45145,0.28300000000000003
2790,60.36271,0.195
2791,60.36271,7.92
2792,47.55983,1.11
2793,47.55983,1.62
2794,28.51326,3.17
2795,28.51326,3.62
2796,18.15689,7.91
2797,18.15689,3.97
2798,407.6949,0.195
2799,407.6949,0.195
2800,357.08251,1.37
2801,357.08251,1.18
2802,357.08251,8.51
2803,357.08251,7.92
2804,1092.92081,0.195
2805,1092.92081,0.195
2806,435.30954,0.195
2807,435.30954,0.195
2808,136.80708,0.195
2809,136.80708,0.195
2810,406.35542999999996,0.189
2811,406.35542999999996,0.189
2812,25.21044,7.28
2813,25.21044,6.65
2814,46.32482,2.65
2815,46.32482,2.06
2816,37.34106,1.89
2817,37.34106,1.88
2818,136.80708,3.69
2819,136.80708,3.57
2820,73.82927,0.7390000000000001
2821,73.82927,0.7559999999999999
2822,97.87116,0.191
2823,433.93867,0.21600000000000005
2824,433.93867,0.191
2825,433.93867,0.195
2826,433.93867,0.16
2827,648.94367,0.195
2828,648.94367,0.195
2829,79.88505,0.195
2830,75.03535,0.3720000000000001
2831,1201.3083800000002,0.192
2832,1201.3083800000002,0.192
2833,1262.5385800000001,5.07
2834,1262.5385800000001,5.39
2835,1625.57536,0.195
2836,1625.57536,0.195
2837,1209.84502,8.81
2838,1209.84502,11.3
2839,1352.92222,0.539
2840,1352.92222,0.195
2841,947.25264,5.41
2842,947.25264,5.46
2843,1080.6178400000001,5.57
2844,1080.6178400000001,5.55
2845,1611.0473,7.3
2846,1611.0473,6.82
2847,1410.99294,3.87
2848,1410.99294,5.08
2849,1262.86354,11.3
2850,1262.86354,0.947
2851,1375.21462,6.93
2852,1375.21462,6.97
2853,1074.19411,1.91
2854,1074.19411,0.995
2855,991.1624099999999,11.0
2856,1851.4570800000001,0.195
2857,1603.27049,2.03
2858,1837.49757,10.5
2859,1837.49757,11.8
2860,1456.39083,0.195
2861,1456.39083,0.195
2862,1602.0810900000001,2.79
2863,1350.33546,0.7170000000000001
2864,1350.33546,0.195
2865,1687.84633,0.183
2866,1687.84633,0.195
2867,1687.84633,0.18600000000000005
2868,1687.84633,0.195
2869,1501.13431,0.501
2870,1501.13431,0.195
2871,1413.3252,0.511
2872,1413.3252,0.195
2873,1417.17974,0.195
2874,1417.17974,0.195
2875,1528.45801,10.6
2876,1612.60096,0.884
2877,1612.60096,6.67
2878,1745.21362,10.3
2879,2044.70937,4.8
2880,2044.70937,5.0
2881,1213.23446,1.2
2882,1213.23446,1.36
2883,1213.23446,0.195
2884,1213.23446,0.195
2885,1260.20462,0.195
2886,1260.20462,0.195
2887,1612.0096,0.195
2888,1612.0096,0.195
2889,1209.61383,0.195
2890,1209.61383,0.195
2891,604.71205,0.195
2892,604.71205,0.411
2893,1597.80277,3.44
2894,1597.80277,3.7
2895,626.84784,0.195
2896,626.84784,0.195
2897,1678.90803,6.18
2898,1678.90803,9.36
2899,1528.45801,2.05
2900,1528.45801,2.4
2901,1555.4374599999999,0.35100000000000003
2902,1555.4374599999999,0.195
2903,1806.681,0.195
2904,1806.681,0.195
2905,1409.25327,0.195
2906,1409.25327,0.195
2907,1496.23622,1.25
2908,1496.23622,1.46
2909,1496.23622,0.404
2910,1496.23622,0.195
2911,1496.23622,0.195
2912,1496.23622,0.26
2913,1496.23622,0.226
2914,1496.23622,0.195
2915,1496.23622,0.195
2916,1496.23622,0.261
2917,1496.23622,0.255
2918,1496.23622,0.316
2919,1496.23622,0.195
2920,1496.23622,0.195
2921,1471.46719,0.413
2922,1471.46719,0.526
2923,1409.25327,0.628
2924,1409.25327,1.3
2925,1578.3294,0.195
2926,1578.3294,0.195
2927,1473.24749,0.195
2928,1473.24749,0.195
2929,1377.37761,0.195
2930,2024.71015,0.195
2931,2024.71015,0.195
2932,1255.55487,0.205
2933,1255.55487,0.195
2934,1438.40547,2.56
2935,1438.40547,0.195
2936,1597.87605,0.195
2937,1310.99919,11.1
2938,1310.99919,11.6
2939,1471.05544,11.2
2940,1471.05544,10.1
2941,842.1428699999999,6.41
2942,842.1428699999999,5.48
2943,1217.22668,5.18
2944,1217.22668,4.82
2945,1082.97227,4.14
2946,1082.97227,4.05
2947,817.0681,7.41
2948,817.0681,6.24
2949,1202.98612,5.93
2950,1202.98612,6.22
2951,733.77963,7.36
2952,733.77963,8.16
2953,348.25867999999997,1.24
2954,348.25867999999997,1.48
2955,2053.7318,0.307
2956,2053.7318,7.73
2957,2053.7318,10.8
2958,2053.7318,0.19
2959,2053.7318,5.94
2960,2053.7318,10.6
2961,2053.7318,0.195
2962,2053.7318,0.195
2963,2053.7318,10.1
2964,2053.7318,0.195
2965,2053.7318,9.68
2966,2053.7318,10.6
2967,2053.7318,0.195
2968,2053.7318,6.61
2969,2053.7318,10.7
2970,2053.7318,10.4
2971,2053.7318,0.195
2972,2053.7318,10.8
2973,1899.0762899999997,11.9
2974,1899.0762899999997,11.4
2975,1899.0762899999997,11.5
2976,1899.0762899999997,11.9
2977,1899.0762899999997,11.2
2978,1899.0762899999997,11.5
2979,1899.0762899999997,11.2
2980,1899.0762899999997,10.9
2981,1899.0762899999997,11.0
2982,1899.0762899999997,10.9
2983,1899.0762899999997,10.7
2984,1899.0762899999997,10.4
2985,1899.0762899999997,10.5
2986,1899.0762899999997,11.0
2987,1899.0762899999997,10.8
2988,1899.0762899999997,11.0
2989,2053.7318,9.78
2990,2053.7318,9.14
2991,2053.7318,9.21
2992,2053.7318,9.91
2993,2053.7318,9.25
2994,2053.7318,9.22
2995,2053.7318,9.06
2996,2053.7318,9.11
2997,2053.7318,9.03
2998,2053.7318,8.85
2999,2053.7318,8.78
3000,2053.7318,2.46
3001,2053.7318,8.47
3002,2053.7318,8.48
3003,2053.7318,2.1
3004,2053.7318,2.49
3005,2053.7318,8.15
3006,2053.7318,8.2
3007,591.52202,0.195
3008,591.52202,0.195
3009,1413.3252,10.0
3010,1496.23622,0.195
3011,1496.23622,0.195
3012,1496.23622,0.195
3013,1496.23622,0.195
3014,1496.23622,0.195
3015,1496.23622,0.195
3016,1496.23622,0.195
3017,1496.23622,0.195
3018,1496.23622,0.193
3019,1496.23622,0.195
3020,1496.23622,0.195
3021,1496.23622,0.195
3022,1496.23622,0.194
3023,1496.23622,0.195
3024,1496.23622,0.195
3025,1496.23622,0.195
3026,1496.23622,0.195
3027,1496.23622,0.195
3028,1496.23622,0.195
3029,1496.23622,0.195
3030,1496.23622,0.194
3031,1496.23622,0.191
3032,1496.23622,0.195
3033,1496.23622,0.195
3034,1496.23622,0.195
3035,1496.23622,0.195
3036,1496.23622,0.195
3037,1496.23622,0.195
3038,1496.23622,0.195
3039,1496.23622,0.195
3040,1496.23622,0.229
3041,1496.23622,0.195
3042,1496.23622,0.194
3043,1496.23622,0.195
3044,1496.23622,0.195
3045,1496.23622,0.195
3046,1496.23622,0.195
3047,1496.23622,0.195
3048,1496.23622,0.195
3049,1496.23622,0.195
3050,1496.23622,0.195
3051,1496.23622,0.195
3052,1496.23622,0.195
3053,1496.23622,0.292
3054,1496.23622,0.195
3055,1496.23622,0.195
3056,1496.23622,0.195
3057,1496.23622,0.195
3058,1903.6263600000002,11.3
3059,1012.62196,7.19
3060,1999.3607399999999,3.4
3061,1873.78759,9.6
3062,2027.6887600000002,11.0
3063,56.66465,0.195
3064,349.94633,9.51
3065,226.79972,0.195
3066,94.07715999999999,1.08
3067,186.88797,0.195
3068,726.99388,1.91
3069,186.88797,0.195
3070,2006.64578,11.3
3071,2006.64578,11.9
3072,2006.64578,10.2
3073,2006.64578,11.0
3074,1468.6845,11.7
3075,1468.6845,11.8
3076,1468.6845,0.5770000000000001
3077,1468.6845,0.223
3078,1009.6847300000001,7.2
3079,1009.6847300000001,6.86
3080,1009.6847300000001,0.672
3081,1009.6847300000001,0.62
3082,1009.6847300000001,3.67
3083,1009.6847300000001,3.41
3084,574.4479200000001,0.501
3085,938.00312,3.33
3086,938.00312,3.44
3087,1040.45494,9.02
3088,1040.45494,8.69
3089,740.31746,8.15
3090,104.11349,8.15
3091,104.11349,8.01
3092,1076.49286,0.236
3093,1076.49286,0.311
3094,1076.49286,0.35
3095,1076.49286,0.911
3096,895.0659699999999,3.32
3097,895.0659699999999,3.24
3098,895.0659699999999,9.99
3099,895.0659699999999,10.1
3100,104.11349,6.93
3101,104.11349,6.78
3102,454.78109000000006,0.195
3103,454.78109000000006,0.195
3104,1705.07851,5.96
3105,1705.07851,3.64
3106,1044.84623,0.297
3107,1044.84623,0.271
3108,1364.7616,0.195
3109,1364.7616,0.195
3110,1144.9166300000002,5.28
3111,1144.9166300000002,5.26
3112,1144.9166300000002,1.05
3113,1361.24804,3.6
3114,1361.24804,3.44
3115,1361.24804,0.7659999999999999
3116,1361.24804,0.906
3117,1536.6352,0.195
3118,873.35281,4.42
3119,873.35281,3.22
3120,873.35281,0.195
3121,873.35281,0.158
3122,873.35281,0.331
3123,873.35281,0.217
3124,873.35281,0.195
3125,873.35281,3.46
3126,1044.84623,0.192
3127,1044.84623,0.195
3128,970.66955,6.97
3129,970.66955,6.68
3130,1144.9166300000002,3.59
3131,1536.6352,1.54
3132,1536.6352,1.42
3133,1536.6352,0.195
3134,1150.4098099999999,6.22
3135,1150.4098099999999,7.03
3136,1361.24804,2.71
3137,1361.24804,2.74
3138,1306.33435,7.72
3139,1306.33435,7.55
3140,1306.33435,7.16
3141,1306.33435,7.09
3142,1306.33435,5.27
3143,1361.24804,2.63
3144,1361.24804,2.66
3145,1361.24804,2.42
3146,1361.24804,7.84
3147,1361.24804,7.93
3148,1016.16392,0.195
3149,1713.0876899999998,0.948
3150,1536.6352,0.855
3151,1536.6352,1.03
3152,1536.6352,0.478
3153,595.16795,0.195
3154,595.16795,0.195
3155,1705.07851,0.195
3156,1705.07851,0.195
3157,1340.58389,0.292
3158,1340.58389,3.72
3159,1713.0876899999998,0.03
3160,1016.16392,0.195
3161,563.9889,4.55
3162,563.9889,4.59
3163,224.77337999999997,8.61
3164,224.77337999999997,9.24
3165,885.74786,0.745
3166,32.22404,1.19
3167,32.22404,0.511
3168,32.22404,0.422
3169,32.22404,0.195
3170,32.22404,0.193
3171,1612.0096,5.15
3172,1612.0096,5.66
3173,1612.0096,4.74
3174,1612.0096,4.68
3175,1612.0096,4.23
3176,1612.0096,5.13
3177,1612.0096,5.63
3178,1612.0096,5.24
3179,64.95470999999999,1.96
3180,64.95470999999999,1.95
3181,64.95470999999999,2.48
3182,842.2534,1.53
3183,842.2534,4.46
3184,75.74025,1.04
3185,75.74025,0.986
3186,75.74025,0.996
3187,31.51571,2.62
3188,31.51571,7.32
3189,31.51571,7.18
3190,31.51571,0.933
3191,31.51571,0.5
3192,31.51571,0.5
3193,5.40523,1.2
3194,565.06315,0.643
3195,134.0221,0.5
3196,0.36379,1.29
3197,99.82428,3.74
3198,99.82428,1.9
3199,114.57014,0.7709999999999999
3200,764.58387,0.996
3201,764.58387,0.996
3202,764.58387,0.996
3203,677.23914,1.38
3204,1.6029799999999998,0.992
3205,1.6029799999999998,0.996
3206,956.0413199999999,9.56
3207,956.0413199999999,8.35
3208,956.0413199999999,8.52
3209,597.1955,5.91
3210,597.1955,5.62
3211,542.6705099999999,6.05
3212,542.6705099999999,6.55
3213,542.6705099999999,8.2
3214,828.3040900000001,0.996
3215,828.3040900000001,0.996
3216,101.43514,4.79
3217,101.43514,4.45
3218,101.43514,3.76
3219,101.43514,5.18
3220,132.76471,3.69
3221,132.76471,3.31
3222,132.76471,3.97
3223,132.76471,2.51
3224,132.76471,1.56
3225,132.76471,1.53
3226,238.44671,0.996
3227,238.44671,0.996
3228,238.44671,0.996
3229,138.28578000000002,5.49
3230,51.3223,0.996
3231,51.3223,0.996
3232,51.3223,0.996
3233,60.77105,0.995
3234,60.77105,0.996
3235,60.77105,0.993
3236,3.3561300000000003,0.996
3237,31.18982,3.4
3238,31.18982,2.98
3239,31.18982,2.83
3240,23.32761,0.996
3241,23.32761,8.82
3242,246.19906,2.26
3243,246.19906,3.86
3244,215.5951,0.996
3245,215.5951,0.996
3246,75.74025,0.757
3247,389.10402999999997,5.84
3248,389.10402999999997,5.4
3249,541.44517,5.1
3250,541.44517,4.35
3251,541.44517,1.88
3252,76.87482,0.996
3253,76.87482,0.994
3254,400.64746,0.996
3255,400.64746,0.994
3256,105.43319,1.43
3257,105.43319,1.26
3258,461.79424000000006,0.995
3259,461.79424000000006,0.992
3260,692.07199,11.8
3261,1015.0849300000001,4.71
3262,1015.0849300000001,0.996
3263,1015.0849300000001,0.995
3264,928.71641,0.996
3265,928.71641,0.996
3266,314.84783,0.996
3267,314.84783,0.994
3268,446.34567000000004,0.996
3269,446.34567000000004,0.996
3270,81.62246999999999,0.992
3271,3.3561300000000003,0.996
3272,16.725379999999998,0.995
3273,4.2922400000000005,0.996
3274,4.2922400000000005,0.995
3275,0.0,0.996
3276,0.0,0.996
3277,54.612269999999995,0.996
3278,54.612269999999995,0.996
3279,54.612269999999995,0.996
3280,54.612269999999995,0.996
3281,54.612269999999995,0.996
3282,54.612269999999995,0.996
3283,76.87482,2.33
3284,76.87482,4.8
3285,888.04971,3.72
3286,888.04971,2.16
3287,1059.3333,0.996
3288,1059.3333,0.996
3289,836.7208400000001,1.93
3290,81.62246999999999,0.996
3291,3.3561300000000003,0.996
3292,3.3561300000000003,0.996
3293,166.17087,1.08
3294,166.17087,1.18
3295,971.0346900000001,0.996
3296,971.0346900000001,0.992
3297,1136.79204,0.996
3298,1136.79204,0.996
3299,903.9722300000001,0.996
3300,903.9722300000001,0.996
3301,1033.06183,0.996
3302,337.9886,9.2
3303,337.9886,6.2
3304,84.63989000000001,0.996
3305,84.63989000000001,0.991
3306,77.94360999999999,0.995
3307,77.94360999999999,0.996
3308,77.94360999999999,0.996
3309,182.51269,1.54
3310,182.51269,1.81
3311,42.492509999999996,0.996
3312,42.492509999999996,0.996
3313,42.492509999999996,0.996
3314,58.2328,0.996
3315,58.2328,0.996
3316,52.25219,0.996
3317,52.25219,0.996
3318,52.25219,0.996
3319,43.02724,1.37
3320,43.02724,0.996
3321,43.02724,0.996
3322,46.36951,1.7
3323,46.36951,1.04
3324,46.36951,1.88
3325,46.36951,0.996
3326,46.36951,0.996
3327,46.36951,0.996
3328,60.77105,3.75
3329,14.02181,0.995
3330,91.05806,0.996
3331,91.05806,0.996
3332,304.23458,1.56
3333,304.23458,0.992
3334,304.23458,0.996
3335,106.35171000000001,0.996
3336,106.35171000000001,1.21
3337,22.65908,0.996
3338,424.77445,3.97
3339,424.77445,3.54
3340,660.79791,7.13
3341,660.79791,4.83
3342,400.72642,2.98
3343,400.72642,1.18
3344,400.72642,3.24
3345,633.5676900000001,0.996
3346,633.5676900000001,6.59
3347,633.5676900000001,7.29
3348,633.5676900000001,7.18
3349,677.23914,2.46
3350,677.23914,2.54
3351,677.23914,3.05
3352,705.52396,3.75
3353,705.52396,0.747
3354,188.6292,2.42
3355,188.6292,2.4
3356,188.6292,2.48
3357,134.0221,0.996
3358,12.62112,0.996
3359,12.62112,0.996
3360,0.0,5.38
3361,0.0,0.996
3362,0.0,6.24
3363,0.0,8.6
3364,0.0,6.84
3365,0.0,0.991
3366,0.0,0.988
3367,0.0,0.974
3368,0.0,0.988
3369,0.0,1.31
3370,0.0,0.985
3371,0.0,4.19
3372,0.0,8.93
3373,0.0,6.66
3374,0.0,11.6
3375,0.0,2.92
3376,0.0,0.996
3377,45.74337,0.996
3378,45.74337,0.996
3379,64.39804000000001,1.55
3380,64.39804000000001,1.78
3381,97.76413000000001,3.54
3382,97.76413000000001,1.83
3383,81.62246999999999,6.01
3384,81.62246999999999,8.34
3385,223.12662000000003,5.37
3386,223.12662000000003,4.06
3387,223.12662000000003,4.74
3388,30.663320000000002,0.996
3389,30.663320000000002,10.5
3390,30.663320000000002,0.992
3391,202.6071,2.56
3392,202.6071,2.29
3393,202.6071,3.82
3394,13.887020000000001,0.996
3395,13.887020000000001,0.996
3396,338.34347,1.41
3397,338.34347,0.989
3398,400.0227,0.996
3399,400.0227,11.3
3400,400.0227,0.996
3401,632.32893,0.996
3402,632.32893,2.47
3403,632.32893,0.996
3404,2.2277299999999998,0.996
3405,2.2277299999999998,4.76
3406,2.2277299999999998,0.996
3407,106.93131000000001,1.36
3408,106.93131000000001,1.75
3409,666.50008,0.996
3410,666.50008,0.995
3411,666.50008,0.996
3412,413.33505,0.996
3413,413.33505,0.996
3414,617.5987200000001,1.18
3415,617.5987200000001,0.996
3416,748.14571,0.996
3417,748.14571,0.996
3418,748.14571,0.996
3419,176.35201,0.996
3420,176.35201,0.996
3421,176.35201,0.996
3422,16.43846,0.99
3423,16.43846,0.996
